,person_id,session_id,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
11,27,1.0,4,0,-1,2,0,2,3,0,12,1,10,4,-2,-4,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
12,27,1.0,0,0,2,2,0,0,1,0,16,0,11,0,0,1,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
13,27,1.0,4,1,2,1,0,1,3,1,8,1,12,4,0,-1,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
14,10,1.0,4,2,3,1,0,0,2,2,56,0,1,4,2,1,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
15,27,1.0,4,0,1,2,0,0,3,0,7,1,13,4,0,-2,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
16,27,1.0,0,2,3,2,4,0,2,2,10,0,14,-4,2,1,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
17,27,1.0,0,2,3,2,2,2,3,1,9,0,15,-2,0,0,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
18,10,1.0,0,1,1,0,4,2,2,0,23,1,2,-4,-1,-1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
19,27,1.0,0,1,3,1,4,1,1,2,7,0,16,-4,0,2,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20,27,1.0,2,1,3,1,0,2,2,0,9,1,17,2,-1,1,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
21,10,1.0,4,2,2,1,2,2,3,1,22,1,3,2,0,-1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
22,27,1.0,4,0,3,1,4,0,3,2,16,1,18,0,0,0,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
23,10,1.0,4,0,1,1,2,0,3,1,11,1,4,2,0,-2,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
24,27,1.0,4,0,1,2,0,1,2,1,9,1,19,4,-1,-1,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
25,27,1.0,4,2,1,2,0,1,2,1,10,1,20,4,1,-1,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
26,10,1.0,2,0,2,0,0,2,1,2,26,1,5,2,-2,1,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
27,27,1.0,0,1,3,2,2,2,3,0,17,0,21,-2,-1,0,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
28,10,1.0,2,1,2,0,0,0,2,1,11,0,6,2,1,0,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
29,27,1.0,2,0,2,1,4,1,1,0,9,0,22,-2,-1,1,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
30,27,1.0,4,2,3,2,2,1,2,1,7,1,23,2,1,1,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,10,1.0,0,1,3,1,2,0,3,0,12,0,7,-2,1,0,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
32,27,1.0,0,0,2,1,0,2,3,2,6,1,24,0,-2,-1,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33,10,1.0,0,1,2,1,2,0,2,1,20,0,8,-2,1,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
34,10,1.0,2,2,3,1,2,1,3,0,14,0,9,0,1,0,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
35,10,1.0,4,2,3,2,4,2,3,1,12,1,10,0,0,0,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
36,27,1.0,0,1,1,2,4,1,1,2,43,0,25,-4,0,0,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
37,10,1.0,4,1,3,0,4,2,3,0,10,1,11,0,-1,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
38,27,1.0,0,2,3,0,4,0,-1,2,10,0,26,-4,2,4,-2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
39,27,1.0,4,1,1,0,2,1,2,0,6,1,27,2,0,-1,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,27,1.0,2,0,3,2,4,2,1,2,9,0,28,-2,-2,2,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
41,27,1.0,0,2,2,1,2,0,2,2,6,0,29,-2,2,0,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
42,10,1.0,4,0,1,2,0,0,3,0,25,1,12,4,0,-2,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
43,27,1.0,0,2,1,1,0,1,2,2,17,0,30,0,1,-1,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
44,10,1.0,2,1,2,2,2,1,3,1,14,1,13,0,0,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
45,27,1.0,2,1,3,1,2,2,3,2,10,1,31,0,-1,0,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
46,27,1.0,4,1,3,0,2,2,1,0,8,1,32,2,-1,2,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
47,10,1.0,0,0,1,1,0,0,3,2,20,1,14,0,0,-2,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
48,27,1.0,0,2,3,0,4,0,1,2,7,0,33,-4,2,2,-2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
49,27,1.0,2,0,3,2,0,0,3,0,8,1,34,2,0,0,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
50,10,1.0,2,1,2,1,2,2,2,0,13,1,15,0,-1,0,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
51,27,1.0,4,1,1,2,0,1,3,0,9,1,35,4,0,-2,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
52,10,1.0,4,1,1,0,2,0,1,0,12,0,16,2,1,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
53,27,1.0,0,0,2,0,0,1,2,1,7,1,36,0,-1,0,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
54,10,1.0,2,1,2,2,2,2,2,0,12,1,17,0,-1,0,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
55,27,1.0,2,0,1,1,2,1,3,0,11,1,37,0,-1,-2,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
56,27,1.0,4,1,1,0,0,0,2,2,8,1,38,4,1,-1,-2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
57,10,1.0,2,2,3,1,4,2,3,2,20,0,18,-2,0,0,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
58,27,1.0,4,2,2,2,2,1,1,0,14,1,39,2,1,1,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
59,27,1.0,2,1,3,0,0,0,1,1,11,1,40,2,1,2,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
60,27,1.0,4,0,2,0,2,2,1,2,9,1,41,2,-2,1,-2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
61,27,1.0,4,2,1,2,0,0,1,1,18,1,42,4,2,0,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
62,27,1.0,0,0,2,1,4,2,1,2,8,0,43,-4,-2,1,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
63,27,1.0,0,0,2,1,2,1,2,0,8,0,44,-2,-1,0,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
64,27,1.0,0,1,3,0,4,0,3,1,11,0,45,-4,1,0,-1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
65,27,1.0,2,0,3,0,4,0,1,2,6,0,46,-2,0,2,-2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
66,27,1.0,2,2,3,2,2,2,2,2,8,0,47,0,0,1,0,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
67,27,1.0,0,1,2,2,0,2,2,0,8,1,48,0,-1,0,2,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
68,10,1.0,4,2,1,2,0,0,2,1,95,1,19,4,2,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
69,27,1.0,0,2,1,2,4,2,1,1,6,0,49,-4,0,0,1,37.914505004882805,-122.30070495605467,20,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
70,10,1.0,0,0,1,2,0,0,3,2,19,1,20,0,0,-2,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
71,10,1.0,0,2,3,2,2,1,3,2,12,0,21,-2,1,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
72,10,1.0,0,2,3,2,0,1,1,0,19,0,22,0,1,2,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
73,10,1.0,4,0,2,0,4,0,3,2,14,0,23,0,0,-1,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
74,10,1.0,4,0,3,0,2,2,3,2,15,1,24,2,-2,0,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
75,10,1.0,4,0,-1,2,0,2,3,0,52,1,25,4,-2,-4,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
76,10,1.0,2,2,2,0,0,0,2,2,12,0,26,2,2,0,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
77,10,1.0,4,0,2,0,4,2,2,0,10,1,27,0,-2,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
78,10,1.0,2,0,2,2,4,1,1,2,18,1,28,-2,-1,1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
79,10,1.0,4,0,2,2,2,1,1,0,17,1,29,2,-1,1,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
80,10,1.0,2,2,2,0,0,0,2,0,12,0,30,2,2,0,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
81,10,1.0,0,2,3,1,0,0,2,1,12,0,31,0,2,1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
82,10,1.0,2,1,2,1,0,2,1,0,11,1,32,2,-1,1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
83,10,1.0,2,1,3,1,2,2,3,2,11,1,33,0,-1,0,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
84,10,1.0,4,0,2,1,4,0,1,0,18,0,34,0,0,1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
85,10,1.0,4,0,3,2,2,2,1,1,14,1,35,2,-2,2,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
86,10,1.0,0,1,3,0,4,0,1,2,12,0,36,-4,1,2,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
87,10,1.0,2,1,2,1,0,1,3,0,12,1,37,2,0,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
88,10,1.0,4,0,-1,2,0,2,3,0,48,1,38,4,-2,-4,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
89,10,1.0,2,1,3,2,4,1,3,0,77,1,39,-2,0,0,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
90,10,1.0,0,1,2,2,0,1,1,2,115,0,40,0,0,1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
91,10,1.0,0,1,1,0,4,2,2,1,182,0,41,-4,-1,-1,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
92,10,1.0,4,1,1,1,4,2,2,0,16,1,42,0,-1,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
93,10,1.0,0,0,1,1,2,0,1,2,43,0,43,-2,0,0,-1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
94,10,1.0,0,0,2,2,4,0,3,2,145,0,44,-4,0,-1,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
95,10,1.0,0,2,3,0,4,0,1,2,12,0,45,-4,2,2,-2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
96,10,1.0,2,1,2,1,4,0,3,0,8,0,46,-2,1,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
97,10,1.0,4,1,1,2,0,2,3,0,16,1,47,4,-1,-2,2,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
98,10,1.0,4,0,1,1,2,0,2,0,15,1,48,2,0,-1,1,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
99,10,1.0,0,1,3,0,0,0,1,0,10,0,49,0,1,2,0,53.42359924316406,-2.3112945556640625,15,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
100,26,1.0,0,1,3,1,2,0,2,0,49,0,0,-2,1,1,1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
101,26,1.0,4,2,2,2,0,2,2,2,9,1,1,4,0,0,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
102,26,1.0,2,0,1,0,2,1,3,1,13,1,2,0,-1,-2,-1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
103,26,1.0,0,0,3,1,4,1,3,1,6,0,3,-4,-1,0,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
104,26,1.0,2,1,1,2,4,0,1,1,13,0,4,-2,1,0,1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
105,26,1.0,4,1,2,1,0,0,3,0,13,1,5,4,1,-1,1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
106,26,1.0,2,1,2,0,0,0,2,1,8,0,6,2,1,0,-1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
107,26,1.0,4,2,2,1,4,0,2,1,7,0,7,0,2,0,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
108,26,1.0,2,0,3,2,2,0,1,2,5,0,8,0,0,2,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
109,26,1.0,4,2,3,0,2,1,2,2,4,0,9,2,1,1,-2,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
110,26,1.0,2,1,1,1,0,0,1,1,5,0,10,2,1,0,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
111,26,1.0,0,2,3,2,0,1,1,1,5,0,11,0,1,2,1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
112,26,1.0,4,0,1,2,0,2,3,0,3,1,12,4,-2,-2,2,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
113,26,1.0,0,0,3,2,4,0,2,2,4,0,13,-4,0,1,0,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
114,26,1.0,2,0,2,1,4,2,3,2,4,1,14,-2,-2,-1,-1,44.97340393066406,-93.2781982421875,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
